FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw22592.txt,http://www.ipchanging.com,24,www.ipchanging.com,18,0,com,73.55555556,1,0.5229071,0.056379083,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw145153.txt,http://www.melisetotoaksesuar.com,33,www.melisetotoaksesuar.com,26,0,com,54.61731944,1,0.5229071,0.068007039,3,1,0,0,0,21,0.636,0,0,0,0,0,1,0.03,0,15,155,1,melisetotoaksesuar,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80242.txt,https://www.siri-isms.com,24,www.siri-isms.com,17,0,com,100,0.555555556,0.5229071,0.065570896,3,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,739,2579,1,siri-isms,100,100,1,1,0,1,1,1,7,0,0,1,1,0,0,0,0,0,1,10,8,27,160,0,166,1
439237.txt,https://www.rootwell.com,23,www.rootwell.com,16,0,com,100,1,0.5229071,0.068331479,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,696,9381,1,rootwell,100,100,1,1,1,0,0,1,0,5,0,1,1,0,1,0,1,0,1,64,3,19,68,1,47,1
8104898.txt,https://maildinshaakckjnw407.web.app/,37,maildinshaakckjnw407.web.app,28,0,app,36.68191414,0.875,0.001502,0.041529082,3,1,0,0,0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw407web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7999030.txt,https://rs-edavkidurs-si.web.app/,32,rs-edavkidurs-si.web.app,24,0,app,38.81846154,0.55,0.001502,0.048119927,3,1,0,0,0,20,0.625,0,0,0,0,0,4,0.125,1,108,8125,1,rs-edavkidurs-siweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw129840.txt,http://www.trust-wallet-ge.cf,28,www.trust-wallet-ge.cf,22,0,cf,68.1611436,0.466666667,0.0001858,0.055219176,2,1,0,0,0,14,0.5,0,0,0,0,0,3,0.107,0,20,216,1,trust-wallet-ge,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33700.txt,https://www.hudexchange.info,27,www.hudexchange.info,20,0,info,100,1,0.0075051,0.047729457,4,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,699,1180,1,hudexchange,100,100,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,0,24,6,23,140,2,41,1
8084903.txt,https://baidireectoactualiza.wixsite.com/my-site,48,baidireectoactualiza.wixsite.com,32,0,com,40.12804878,0.75,0.5229071,0.060135537,3,1,0,0,0,36,0.75,0,0,0,0,0,4,0.083,1,64,151,1,baidireectoactualizawixsitemy-site,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
25238.txt,https://www.majorityleader.gov,29,www.majorityleader.gov,22,0,gov,100,1,0.0033282,0.060729785,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,578,1212,1,majorityleader,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,17,1,5,39,2,30,1
48949.txt,https://www.britgo.org,21,www.britgo.org,14,0,org,100,1,0.0799628,0.062294869,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,401,457,1,britgo,100,100,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,21,4,0,69,0,15,1
660548.txt,https://www.shearheavenvt.com,28,www.shearheavenvt.com,21,0,com,100,1,0.5229071,0.060449428,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,420,9381,1,shearheavenvt,100,100,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,23,16,40,56,0,64,1
mw141877.txt,http://www.lr.waxqx.com,22,www.lr.waxqx.com,16,0,com,55.92286501,0.75,0.5229071,0.042382325,3,2,0,0,0,9,0.409,0,0,0,0,0,2,0.091,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8042625.txt,http://www.kueronekayacotn-co-jp.kueronekayacotn.vahmgl.top/ai/?authenticated=true&amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin08414a78f0724064827dab9205c958dfa3dacd6f,207,www.kueronekayacotn-co-jp.kueronekayacotn.vahmgl.top,52,0,top,6.693514969,0.363636364,0.0002752,0.046147997,3,3,0,0,0,139,0.671,27,0.13,5,2,0,23,0.145,0,474,780,1,kueronekayacotn-co-jpkueronekayacotnvahmglai?authenticated=true&amp;openidgpsigninx&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signin08414a78f0724064827dab9205c958dfa3dacd6f,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0
868965.txt,https://www.nmc.org.np,21,www.nmc.org.np,14,0,np,100,0.571428571,0.0001439,0.063204296,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,987,580,1,mcorg,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,5,18,10,41,10,64,1
682684.txt,https://www.mory.co.jp,21,www.mory.co.jp,14,0,jp,100,0.714285714,0.0230451,0.06009525,2,2,0,0,0,7,0.333,0,0,0,0,0,2,0.095,1,296,167,1,moryco,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,4,6,85,0,3,1
633377.txt,https://www.liisitoom.com,24,www.liisitoom.com,17,0,com,100,1,0.5229071,0.071370496,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,269,2170,1,liisitoom,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,8,13,32,0,36,1
489639.txt,https://www.burdeens.com,23,www.burdeens.com,16,0,com,100,1,0.5229071,0.061440157,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1189,2157,1,burdeens,100,100,1,1,1,0,0,1,0,3,0,1,1,0,0,0,1,0,1,85,7,39,130,16,30,1
oph08872.txt,http://ca.4thnutrition.com/gestion.postal/10951/,48,ca.4thnutrition.com,19,0,com,38.32621951,0.866666667,0.5229071,0.052601028,3,1,0,0,0,29,0.604,6,0.125,0,0,0,6,0.125,0,173,319,1,ca4thnutritiongestionpostal10951,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,1,4,0,0,1,0
139006.txt,https://www.parabaas.com,23,www.parabaas.com,16,0,com,100,1,0.5229071,0.066676916,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,738,1007,1,parabaas,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,60,3,3,3,4,11,1
36747.txt,https://www.ethicalconsumer.org,30,www.ethicalconsumer.org,23,0,org,100,1,0.0799628,0.066296893,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1479,10604,1,ethicalconsumer,100,100,1,0,1,0,0,1,0,2,0,1,1,1,1,1,1,0,1,38,3,7,210,0,7,1
mw136360.txt,http://www.211103bei.top,24,www.211103bei.top,17,0,top,47.1682164,1,0.0002752,0.030804302,3,1,0,0,0,6,0.25,6,0.25,0,0,0,1,0.042,0,2,33,0,0,11.11111111,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw208495.txt,http://www.zestonapparel.com,28,www.zestonapparel.com,21,0,com,59.43867743,1,0.5229071,0.06309382,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7968974.txt,http://rcu6.com/,15,rcu6.com,8,0,com,87.15277778,1,0.5229071,0.057776344,3,0,0,0,0,6,0.4,1,0.067,0,0,0,1,0.067,0,9,91,1,rcu6,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8127799.txt,https://denim-ballistic-marigold.glitch.me/zxew23456tdfyhjhg0ohxclkjh9809ii56u.htm,82,denim-ballistic-marigold.glitch.me,34,0,me,17.75797419,0.322580645,0.0036375,0.038513077,2,1,0,0,0,56,0.683,12,0.146,0,0,0,6,0.073,1,82,155,1,denim-ballistic-marigoldglitchzxew23456tdfyhjhg0ohxclkjh9809ii56uhtm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
8039504.txt,https://dispdubulocatt.tk/899e6,31,dispdubulocatt.tk,17,0,tk,35.88531821,1,0.000386,0.041136917,2,0,0,0,0,17,0.548,4,0.129,0,0,0,2,0.065,1,9,42,1,dispdubulocatt899e6,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35608.txt,https://www.custommade.com,25,www.custommade.com,18,0,com,100,1,0.5229071,0.068134053,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1922,5325,1,custommade,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,262,7,12,220,12,27,1
442255.txt,https://www.bukeandgase.com,26,www.bukeandgase.com,19,0,com,100,1,0.5229071,0.058428276,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,150,246,1,bukeandgase,100,100,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,4,1
887481.txt,https://www.thehtm.org,21,www.thehtm.org,14,0,org,100,1,0.0799628,0.059191633,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1545,1498,1,thehtm,100,100,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,1,7,7,11,82,0,7,1
mw76451.txt,http://www.marleybrat.website,28,www.marleybrat.website,22,0,website,54.77582846,1,0.0001704,0.054374139,7,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508381.txt,https://www.lesvos.com,21,www.lesvos.com,14,0,com,100,1,0.5229071,0.066521152,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,535,1102,1,lesvos,100,100,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,85,0,1,5,0,30,1
232816.txt,https://www.rsinsurance.ru,25,www.rsinsurance.ru,18,0,ru,100,1,0.0180132,0.062642846,2,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,918,1801,1,sinsuance,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,1,27,4,11,49,6,33,1
801392.txt,https://www.torontoaes.org,25,www.torontoaes.org,18,0,org,100,1,0.0799628,0.077342365,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,877,26344,1,tontoaes,0,0,0,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,43,9,20,113,0,123,1
528749.txt,https://www.archwayschool.net,28,www.archwayschool.net,21,0,net,100,1,0.0384199,0.059552624,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,476,1288,1,archwayschool,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,6,11,25,1,5,1
8118078.txt,http://ivfcostindelhi.com/.well-known/www.made-in-china.com/login.made-in-china.com/sign-in,91,ivfcostindelhi.com,18,0,com,15.15432099,1,0.5229071,0.057425109,3,0,0,0,0,65,0.714,0,0,0,0,0,15,0.165,0,9,142,1,ivfcostindelhiwell-knownmade-in-chinaloginmade-in-chinasign-in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
623241.txt,https://www.coastalcoffeecollective.com,38,www.coastalcoffeecollective.com,31,0,com,100,1,0.5229071,0.06771755,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,3288,17965,1,astalffeellective,0,0,0,0,1,1,0,1,0,19,0,0,1,1,1,1,1,0,1,120,12,26,91,0,11,1
859013.txt,https://www.parlatorelawgroup.com,32,www.parlatorelawgroup.com,25,0,com,100,1,0.5229071,0.061164013,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,322,874,1,parlatorelawgroup,100,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,18,12,22,0,16,1
8095224.txt,https://amzon.co.jp.4vidasnaminhavida.com,41,amzon.co.jp.4vidasnaminhavida.com,33,0,com,35.52150272,0.620689655,0.5229071,0.055388272,3,3,0,0,0,28,0.683,1,0.024,0,0,0,4,0.098,1,13,73,1,amzoncojp4vidasnaminhavida,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw52364.txt,http://www.php-dev.net,21,www.php-dev.net,15,0,net,81.81818182,0.571428571,0.0384199,0.043935877,3,1,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,20,512,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw38325.txt,http://www.searchforca.com,25,www.searchforca.com,19,0,com,87.77777778,1,0.5229071,0.068787392,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,480,1,searchforca,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8072794.txt,https://dasonlineportaldersbb.web.app/,38,dasonlineportaldersbb.web.app,29,0,app,41.03051922,0.88,0.001502,0.055077447,3,1,0,0,0,27,0.711,0,0,0,0,0,3,0.079,1,30,209,1,dasonlineportaldersbbweb,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40084.txt,https://www.purplepass.com,25,www.purplepass.com,18,0,com,100,1,0.5229071,0.055769282,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,153,574,1,purplepass,100,100,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,8,27,24,0,1,1
75972.txt,https://www.remco.com,20,www.remco.com,13,0,com,100,1,0.5229071,0.080540742,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,1158,4640,1,rem,60,60,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,42,23,26,116,10,137,1
606892.txt,https://www.bellaandmax.com,26,www.bellaandmax.com,19,0,com,100,1,0.5229071,0.059306155,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,705,608,1,bellaandmax,100,100,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,15,4,20,80,2,96,1
110001.txt,https://www.bonbast.com,22,www.bonbast.com,15,0,com,100,1,0.5229071,0.063662531,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,958,679,1,bonbast,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,39,2,12,51,1,6,1
636853.txt,https://www.thewbros.com,23,www.thewbros.com,16,0,com,100,1,0.5229071,0.059743046,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,5347,5429,1,thewbros,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,38,65,44,177,13,31,1
8043218.txt,http://0-lxshop7.45654335.xyz/hp2lebzz/kqpvi5/8/,48,0-lxshop7.45654335.xyz,22,0,xyz,17.80792683,0.833333333,0.0017496,0.018211022,3,1,0,0,0,21,0.438,13,0.271,0,0,0,7,0.146,0,2,56,0,0,5.555555556,3.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171827.txt,https://www.skycap.co.in,23,www.skycap.co.in,16,0,in,100,0.777777778,0.0050842,0.055883857,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,1085,2373,1,skycapco,0,0,0,0,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,27,14,29,20,2,38,1
oph10538.txt,http://mail.deliverylifesupport.com/public/xp38bhfwvm1wwmd2y0vtvpgbur0p8vbm,75,mail.deliverylifesupport.com,28,0,com,22.33401033,0.833333333,0.5229071,0.037384053,3,1,0,0,0,57,0.76,7,0.093,0,0,0,4,0.053,0,11,88,1,maildeliverylifesupportpublicxp38bhfwvm1wwmd2y0vtvpgbur0p8vbm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771655.txt,https://www.mooirooi.nl,22,www.mooirooi.nl,15,0,nl,100,1,0.0082003,0.079720681,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1659,20711,1,mooirooi,100,100,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,32,2,7,59,0,11,1
392271.txt,https://www.heraldicsculptor.com,31,www.heraldicsculptor.com,24,0,com,100,1,0.5229071,0.060501137,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,975,799,1,heraldicsculptor,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,58,0,1,11,0,20,1
8044987.txt,https://2190500747036024259783454840056307388750.eu-gb.cf.appdomain.cloud/,74,2190500747036024259783454840056307388750.eu-gb.cf.appdomain.cloud,65,0,cloud,15.52806168,0.847457627,0.0001819,0.018565032,5,3,0,0,0,20,0.27,40,0.541,0,0,0,6,0.081,1,3,116,0,0,1.694915254,1.694915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph01824.txt,https://bmogsp.com/,18,bmogsp.com,10,0,com,80,1,0.5229071,0.059185102,3,0,0,0,0,9,0.5,0,0,0,0,0,1,0.056,1,5,145,1,bmogsp,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
88384.txt,https://www.refinerycms.com,26,www.refinerycms.com,19,0,com,100,1,0.5229071,0.062910365,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,162,372,1,refinerycms,100,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,8,0,7,1
451263.txt,https://www.amcircus.com,23,www.amcircus.com,16,0,com,100,1,0.5229071,0.067695873,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,389,400,1,amcircus,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,16,16,0,3,1
789122.txt,https://www.thenationalcomedyawards.com,38,www.thenationalcomedyawards.com,31,0,com,100,1,0.5229071,0.063095998,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,148,219,1,thenationalmedyawards,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,2,12,0,13,1
657327.txt,https://www.numinousmedia.com,28,www.numinousmedia.com,21,0,com,100,1,0.5229071,0.064219292,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1015,1647,1,numinousmedia,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16,8,15,44,1,24,1
450544.txt,https://www.chf.de,17,www.chf.de,10,0,de,100,1,0.0326503,0.035390457,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,651,729,1,chf,100,100,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,68,5,16,84,0,10,1
45707.txt,https://www.komputerswiat.pl,27,www.komputerswiat.pl,20,0,pl,100,1,0.0069695,0.052494477,2,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,6150,31272,1,komuterswiat,0,0,1,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,1,17,3,10,157,2,179,1
7506635.txt,https://www.inchirieri-limuzinebucuresti.ro/gategroup/index.html,63,www.inchirieri-limuzinebucuresti.ro,35,0,ro,44.93273417,0.642857143,0.001523,0.055963515,2,1,0,0,0,46,0.73,0,0,0,0,0,5,0.079,1,16,286,1,inchirieri-limuzinebucurestigategupindexhtm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8024073.txt,https://hilariouspreemptivenanocad.nuevas722.repl.co/,52,hilariouspreemptivenanocad.nuevas722.repl.co,44,0,co,28.04407713,0.731707317,0.0059772,0.056307261,2,2,0,0,0,38,0.731,3,0.058,0,0,0,3,0.058,1,198,869,1,hilariouspreemptivenanocadnuevas722repl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
406828.txt,https://www.nankai.edu.cn,24,www.nankai.edu.cn,17,0,cn,100,0.7,0.0033218,0.05818198,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,2040,658,1,nankaiedu,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,11,13,89,1,71,1
oph12701.txt,http://129.226.211.41/,22,129.226.211.41,14,1,41,48.11111111,0.363636364,0,0.001815309,2,2,0,0,0,0,0,11,0.5,0,0,0,4,0.182,0,11,257,1,129226211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166887.txt,https://www.safeguardinghealth.org,33,www.safeguardinghealth.org,26,0,org,100,1,0.0799628,0.055278501,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,411,5430,1,safeguardinghealth,100,100,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,10,9,9,33,0,23,1
7997382.txt,http://ferramentasubshow.com/1f1bd993adf58549cde3d50a8/checkout/order/?paymentmethod=billet&amp;orderid=03-143882903,115,ferramentasubshow.com,21,0,com,13.97234699,1,0.5229071,0.043336253,3,0,0,0,0,73,0.635,24,0.209,2,1,0,8,0.096,0,525,124,1,ferramentasubshow1f1bd993adf58549cde3d50a8checkoutorder?paymentmethod=billet&amp;orderid=03-14388290,0,99.00990099,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,3,1,0,1,0
mw70785.txt,http://www.vestingfacts.com,26,www.vestingfacts.com,20,0,com,62.59191176,1,0.5229071,0.058229992,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,2,2826,1,vestingfacts,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
459125.txt,https://www.nordbib.net,22,www.nordbib.net,15,0,net,100,1,0.0384199,0.056467009,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1091,8232,1,nordbib,100,100,1,1,1,0,0,1,0,3,0,1,1,1,0,1,1,0,1,56,21,19,106,1,115,1
